_key,a,area,ci,d,eccentricity,kx,ky,m00,m01,m10,minAreaPercent,minEnclosingCircleArea,mu02,mu03,mu11,mu20,mu30,pi,sx,sy,type
-LA47u2PpW4cL2UQRaX_,0.7209302325581395,176435,1.3096178174418815,629.0880126953125,0.7137096774193549,3433368384444690400,13189627985682727000,176435,44020532.5,31493647.5,310822.11247149215,310822.68011024984,3631752742.916666,0,0,1852935072.916666,0.000244140625,1704,1.3175886655094901e-13,0,Feuille d'abricot
-LA480-wHvMt2eh32h6f,0.842236251915803,64541,1.2827877069832192,372.822998046875,1.1896551724137931,170305221835703330,85257495775379000,64541,7583567.5,9003469.5,109167.3877848046,109167.97899296468,291988862.4166665,0.00006103515625,0,412680532.4166665,0.00006103515625,1020,1.4789928638643736e-13,2.0903248070778524e-13,Feuille d'abricot
-LA487VuMzxfhjP0XzlJ,0.618059399563209,17716,1.3587821823577089,206.49636840820312,1.6764705882352942,1907579465581250.2,245311410698010.28,17716,930090,1541292,33489.43787183734,33489.96686609018,15662420.333333328,9.5367431640625e-7,0,43675845.33333331,0.000003814697265625,550,8.734112039529619e-14,6.088933230687251e-14,Feuille d'abricot
-LA48J2UmpVhn8sLEo6g,0.7581416694614583,47880,1.2987947494655405,325.06903076171875,1.3280423280423281,64201910890521600,20747233520999996,47880,4596480,6080760,82992.34864658478,82992.92556322768,144039000,0,0,253380960,0,884,0,0,Feuille d'abricot
-LA48OQROm4nwiCGVUQ_,0.7259572246602607,112860,1.3079896431550677,502.53131103515625,1.3908450704225352,2175195737176070400,583575485221265700,112860,16195410,22459140,198342.09133876188,198342.6603540196,763921125,0,0,1474854480,0,1362,0,0,Feuille d'abricot
-LA48XAF7n-Rn2Yrd9ka,0.77702516441539,49140,1.2942853082722228,328.19525146484375,0.7729083665338645,24246343728140620,67625419989254400,49140,6240780,4840290,84596.32277354634,84596.90364587006,260048880,0,0,155712375,0,894,0,0,Feuille d'abricot
-LA48cKOY0o51LR6WSr-,0.581431309698307,10412,1.3869958918817133,161.36849975585938,1.8133333333333332,265208900718869.03,25116562218350.754,10412,406068,723634,20451.096268110803,20451.605372399215,5011642.666666664,2.384185791015625e-7,0,16285235.666666664,0,426,0,4.757294064226233e-14,Feuille d'abricot
-LA48nM-NAugFJrQdsVp,0.9023787783973173,573043,1.2766190421682388,1105.5936279296875,0.9020100502512562,609435141385482500000,920121581130728900000,573043,228930678.5,206582001.5,960020.8500970434,960021.4470034998,30333505915.58333,0,0,24686740193.58333,0,3032,0,0,Feuille d'abricot
-LA48sdo9JOZiZl8gGHC,0.7703330532127508,49082,1.2958147599628587,328.3826599121094,0.7658730158730159,23696757806000144,68543155623989624,49082,6257955,4810036,84692.9659882973,84693.54551297895,261807478.16666663,0,0,153937512.66666663,0.0000152587890625,894,9.912326630573207e-14,0,Feuille d'abricot
-LA49_1ycoAJfhA4SlyB,0.798323518456381,640458,1.2898836959182363,1180.8692626953125,1.2566619915848527,1.8441175024030541e+21,740306674010200100000,640458,229283964,287885871,1095199.6242746834,1095200.2090609123,27208577214,0,0,42943189243.5,0,3222,0,0,Feuille d'abricot
-LA49dSirup5NmvxwNoq,0.5634260359717931,8184,1.4040795321645703,144.6847686767578,1.8923076923076922,109965256090621,8825605107261,8184,278256,515592,16440.77784979673,16441.275621392346,2970792,0,0,10486432,0,380,0,0,Feuille d'abricot
-LA4MQ68qsVk24DuuI-h,0.6768165081096841,164507,1.3265585355603589,615.0488891601562,0.6653225806451613,2255891708623010000,11466525147703910000,164507,41044496.5,27390415.5,297103.89739893994,297104.4510998333,3386225796.916666,0,0,1501962618.916666,0.000244140625,1656,1.6254773715746234e-13,0,Feuille d'amandier
-LA4MWb4wSeaRCs_fToj,0.7496069309258911,45448,1.3010377303156824,317.2416687011719,1.3442622950819672,53389379504334460,16441383234220480,45448,4226664,5658276,79043.68404450305,79044.25901352127,128223957.33333331,0,0,231061419.33333325,0.000030517578125,862,1.3207561094816443e-13,0,Feuille d'amandier
-LA4M_cG8v2nPNUhR26L,0.7496069309258911,45448,1.3010377303156824,317.2416687011719,1.3442622950819672,53389379504334460,16441383234220480,45448,4226664,5658276,79043.68404450305,79044.25901352127,128223957.33333331,0,0,231061419.33333325,0.000030517578125,862,1.3207561094816443e-13,0,Feuille d'amandier
-LA4Mdz-2k4zfnPp_rkO,0.5524736694592742,46956,1.4157658535564892,349.1943054199219,0.5166666666666667,9068137343725820,125685644988454370,46956,7113834,3709524,95768.34081642408,95768.8311220846,354521713,0,0,95226768,0,914,0,0,Feuille d'amandier
-LA4MlIpsEMK7KjFxsPG,0.7496069309258911,45448,1.3010377303156824,317.2416687011719,1.3442622950819672,53389379504334460,16441383234220480,45448,4226664,5658276,79043.68404450305,79044.25901352127,128223957.33333331,0,0,231061419.33333325,0.000030517578125,862,1.3207561094816443e-13,0,Feuille d'amandier
-LA4Mp5xcFwctFxCMNQU,0.7496069309258911,45448,1.3010377303156824,317.2416687011719,1.3442622950819672,53389379504334460,16441383234220480,45448,4226664,5658276,79043.68404450305,79044.25901352127,128223957.33333331,0,0,231061419.33333325,0.000030517578125,862,1.3207561094816443e-13,0,Feuille d'amandier
-LA4Ygw274n4hLHU3DJn,0.9999999999999997,994009,1.2732395447351625,1452.27001953125,1,6.779517317058412e+21,6.779517317058412e+21,994009,496507495.5,496507495.5,1656473.4062108449,1656474.0062860625,82337824340.08328,0.03125,-0.000030517578125,82337824340.08328,0.03125,3988,3.795339535682513e-13,3.795339535682513e-13,Feuille de raisin
-LA4Yr64rCMSunz762xx,0.8046602763212095,79128,1.2887028851771112,414.6949462890625,0.8019169329073482,175347689921381380,422684651370816600,79128,12502224,10049256,135065.827375222,135066.41322034894,650142024,0,0,418745376,0,1132,0,0,Feuille de raisin
-LA4YveJdIqaIzmMFv37,0.7488228463511427,65637,1.3012505431445593,381.3087158203125,0.7432432432432432,71368085828189576,232788086883027070,65637,9812731.5,7318525.5,114193.44107150658,114194.01585644174,482481177.75,0,0,267148059.75,0,1036,0,0,Feuille de raisin
-LA4Z3vuUo-247qI63B1,0.8924654509075621,176665,1.277390825281776,614.2410888671875,1.121212121212121,8499210534621546000,5383944451643857000,176665,35244667.5,39484627.5,296323.9381962906,296324.5343838468,2320332832.083332,0.0009765625,0,2915340552.083332,0.0009765625,1684,3.3497373035961047e-13,4.2087173292427383e-13,Feuille de raisin
-LA4ZFfPP7Tw3EHHHE4v,1,1042441,1.2732395447351628,1487.2293701171875,1,8.200558755524676e+21,8.200558755524676e+21,1042441,533208571.5,533208571.5,1737183.2695942002,1737183.8696694244,90556936540.08331,0.03125,0,90556936540.08331,0.03125,4084,3.450867619198644e-13,3.450867619198644e-13,Feuille de raisin
-LA4ZRCUMnp_NOG_mwPf,0.8888829125008691,714909,1.277691997931077,1235.921875,1.1256281407035176,2.2977819256799615e+21,1.4320966287050953e+21,714909,285606145.5,321351595.5,1199697.3614955207,1199697.9574030119,37843052581.75,0,0,47935184631.75,0,3388,0,0,Feuille de raisin
-LA4ZaH8vJumuKpWh85S,0.9351935216772955,186846,1.2746722680167988,630.3507690429688,1.0695443645083933,9679105202543694000,7401338120125361000,186846,39237660,41946927,312071.15059556917,312071.7493232669,2720540042,0,0,3111126034.5,0,1730,0,0,Feuille de raisin
-LA4Zi7Q4cTq0h4jqWON,0.760159893404397,367319,1.2982835955757444,900.0208129882812,1.3231939163498099,221133941524297350000,72271447872081396000,367319,97155875.5,128377990.5,636201.3589988607,636201.9363611399,8501261545.916664,0.001953125,0,14870573005.916664,0,2448,0,2.297453136162041e-13,Feuille de raisin
-LA4ZtQgwXe1im0-VOay,0.7851040190698111,13273.5,1.7362417771851126,159.06747436523438,1.1428571428571428,335142102479774.44,128682021355143.06,13273.5,798509,978988.1666666666,19871.838780881088,19872.506713728777,11343809.82541342,34611657.03161621,787252.9443235919,18306886.750066966,22621918.64963913,538.1492756605148,1.2357053910084619,3.0511492668077063,Feuille de raisin
-LA4p_urT6uF1Pk6tMKU,0.7353184449958643,48951,1.3051023962050115,330.246337890625,0.7286821705426356,21232828949139760,74878942227168660,48951,6388105.5,4674820.5,85657.02857659516,85657.60004952892,273640169.25,0,0,145714889.25,0,896,0,0,Feuille de banane
-LA4ph4mAOOZvUY9u_5j,0.7528998711168392,170289,1.3001565056724316,613.67431640625,0.7478991596638656,3271022734933730300,10425195655480019000,170289,40784215.5,30566875.5,295777.361870662,295777.9376032585,3228807156.75,0,0,1808596896.75,0,1668,0,0,Feuille de banane
-LA4pnehES-2IyhQEqdr,0.6997559470464011,256389,1.3171195263930338,762.5631713867188,0.6907894736842105,14340512361203070000,62792164724404250000,256389,78326839.5,54226273.5,456710.5050947808,456711.0664759665,7924150725.75,0,0,3786886895.75,0,2060,0,0,Feuille de banane
-LA4q7r6M86L-iNvxSSN,0.9999999999999997,61504,1.2732395447351628,361.2467346191406,1,99369008052859200,99369008052859200,61504,7688000,7688000,102493.23450031885,102493.83457543806,315228501.33333313,0.000030517578125,-1.1920928955078125e-7,315228501.33333313,0.000030517578125,992,9.68109736141203e-14,9.68109736141203e-14,Feuille de banane
-LA4qNtRRGC572Z8Y4_H,1,61009,1.2732395447351628,359.7900695800781,1,96208431420721360,96208431420721360,61009,7595620.5,7595620.5,101668.3236585189,101668.92373372143,310174840.08333325,0.000030517578125,0,310174840.08333325,0.000030517578125,988,9.838830937029251e-14,9.838830937029251e-14,Feuille de banane
-LA4uOphh5tfwgIMDzV4,0.842572414673532,101324,1.2827425983622005,467.1171875,1.1890034364261168,1033665590928975600,518314747825271200,101324,14894628,17681038,171372.08387689112,171372.67512634164,719940794.6666665,0,0,1016693459.6666665,0,1278,0,0,Feuille de banane
-LA4vE_YR4isS-CQ45Za,0.6759439415729069,246645,1.3269474416048526,753.3138427734375,0.6644736842105263,11365858172700713000,58110058163294085000,246645,75350047.5,50192257.5,445698.5674563981,445699.1208454188,7622995353.75,0,0,3371328843.75,0,2028,0,0,Feuille de banane
-LA4vOCk1xgnCuR0etz6,0.6788965275539551,247863,1.3256407365057916,754.45654296875,0.6677631578947368,11706809424574325000,58685401766142380000,247863,75722146.5,50687983.5,447051.75208311575,447052.30652159284,7660639775.25,0,0,3421521507.250002,0,2032,0,0,Feuille de banane
-LA4vjzyeV42_YyCNztL,0.8252296046684227,63662,1.2852445404426065,370.9787902832031,0.8231046931407943,77399827678715950,168103690566922530,63662,8912680,7352961,108090.03970289101,108090.6286716183,410004500.6666665,0.00006103515625,0,278208245.1666664,0.00006103515625,1014,2.193865829297605e-13,1.488646006342783e-13,Feuille de banane
-LA4vrtnWttA02MoOhQF,0.7365696195345092,306031,1.30473030911557,825.5037231445312,0.7306501547987616,32554641239227460000,113968668228760910000,306031,99307059.5,72682362.5,535214.0307895165,535214.6025807167,10675610906.583328,0.00390625,0,5705667466.583332,0,2240,0,3.6590411866651427e-13,Feuille de banane
-LA5ATKWykN_iKDq65MP,0.678926237435161,238203,1.325627721113921,739.6016845703125,0.6677852348993288,9986735421854212000,50052904731296700000,238203,71341798.5,47759701.5,429620.6068487294,429621.1612976753,7074807752.25,0,0,3160179650.25,0,1992,0,0,Feuille de cerise
-LA5AnQYaDC9YPc6OVNW,0.6378808679037284,124266,1.3463991270770361,542.1881103515625,0.6210762331838565,640503238086349400,4281266262639288000,124266,27897717,17397240,230881.3474534457,230881.88567670056,2069122099.5,0,0,800314462,0,1450,0,0,Feuille de cerise
-LA5B2YzGRF2CGC1TfYp,0.6730200666792476,48960,1.3282676263662823,335.9505615234375,1.5139664804469273,91116271986278400,17474724863999996,48960,4455360,6707520,88641.66762862008,88642.21996135748,132192000,0,0,301854720,0,904,0,0,Feuille de cerise
-LA5B8G_Bb8eJbKGw9Si,0.8359323035991427,48884,1.283658001037717,324.6837158203125,1.199004975124378,56915747326099400,27629718266576412,48884,4986168,5963848,82795.70330480038,82796.29371770179,166221894.66666663,0.0000152587890625,0,238570214.66666663,0,888,0,9.179770867790456e-14,Feuille de cerise
